image_id,folio,folio_num,side,section,illustration_type,has_illustration,canvas_id,image_service_url,width,height
f100v,100v and 101r,100,v,pharmaceutical,plant_root_vessel,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006249,https://collections.library.yale.edu/iiif/2/1006249,7486,3715
f101v,101v (part),101,v,pharmaceutical,plant_root_vessel,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006250,https://collections.library.yale.edu/iiif/2/1006250,2698,3779
f101v,101v (part) and 102r,101,v,pharmaceutical,plant_root_vessel,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006251,https://collections.library.yale.edu/iiif/2/1006251,8176,3864
f102v,102v (part),102,v,pharmaceutical,plant_root_vessel,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006252,https://collections.library.yale.edu/iiif/2/1006252,2981,3795
f102v,102v (part),102,v,pharmaceutical,plant_root_vessel,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006253,https://collections.library.yale.edu/iiif/2/1006253,2838,3697
f103r,103r,103,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006254,https://collections.library.yale.edu/iiif/2/1006254,2688,3805
f103v,103v,103,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006255,https://collections.library.yale.edu/iiif/2/1006255,2762,3697
f104r,104r,104,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006256,https://collections.library.yale.edu/iiif/2/1006256,2677,3811
f104v,104v,104,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006257,https://collections.library.yale.edu/iiif/2/1006257,2744,3704
f105r,105r,105,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006258,https://collections.library.yale.edu/iiif/2/1006258,2662,3771
f105v,105v,105,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006259,https://collections.library.yale.edu/iiif/2/1006259,2663,3701
f106r,106r,106,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006260,https://collections.library.yale.edu/iiif/2/1006260,2635,3787
f106v,106v,106,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006261,https://collections.library.yale.edu/iiif/2/1006261,2670,3697
f107r,107r,107,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006262,https://collections.library.yale.edu/iiif/2/1006262,2641,3787
f107v,107v,107,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006263,https://collections.library.yale.edu/iiif/2/1006263,2689,3697
f108r,108r,108,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006264,https://collections.library.yale.edu/iiif/2/1006264,2641,3787
f108v,108v,108,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006265,https://collections.library.yale.edu/iiif/2/1006265,2649,3706
f111r,111r,111,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006266,https://collections.library.yale.edu/iiif/2/1006266,2622,3783
f111v,111v,111,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006267,https://collections.library.yale.edu/iiif/2/1006267,2666,3697
f112r,112r,112,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006268,https://collections.library.yale.edu/iiif/2/1006268,2602,3787
f112v,112v,112,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006269,https://collections.library.yale.edu/iiif/2/1006269,2664,3697
f113r,113r,113,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006270,https://collections.library.yale.edu/iiif/2/1006270,2582,3787
f113v,113v,113,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006271,https://collections.library.yale.edu/iiif/2/1006271,2666,3697
f114r,114r,114,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006272,https://collections.library.yale.edu/iiif/2/1006272,2599,3787
f114v,114v,114,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006273,https://collections.library.yale.edu/iiif/2/1006273,2671,3697
f115r,115r,115,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006274,https://collections.library.yale.edu/iiif/2/1006274,2584,3786
f115v,115v,115,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006275,https://collections.library.yale.edu/iiif/2/1006275,2676,3697
f116r,116r,116,r,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006276,https://collections.library.yale.edu/iiif/2/1006276,2559,3787
f116v,116v,116,v,recipes,text_dense,False,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006277,https://collections.library.yale.edu/iiif/2/1006277,2686,3697
_Back_flyleaf_recto_,[Back flyleaf recto],0,,unknown,unknown,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1037113,https://collections.library.yale.edu/iiif/2/1037113,2570,3787
_Back_flyleaf_verso-inside_back_cover_,[Back flyleaf verso-inside back cover],0,,unknown,unknown,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006278,https://collections.library.yale.edu/iiif/2/1006278,5342,3822
_Head_,[Head],0,,unknown,unknown,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/11868207,https://collections.library.yale.edu/iiif/2/11868207,2829,1221
_Tail_,[Tail],0,,unknown,unknown,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/11868208,https://collections.library.yale.edu/iiif/2/11868208,2875,1237
_Fore-edge_,[Fore-edge],0,,unknown,unknown,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/11868209,https://collections.library.yale.edu/iiif/2/11868209,1255,3838
_Spine_,[Spine],0,,unknown,unknown,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/11868210,https://collections.library.yale.edu/iiif/2/11868210,1030,3833
_Back_cover_,[Back cover],0,,unknown,unknown,True,https://collections.library.yale.edu/manifests/oid/2002046/canvas/1006279,https://collections.library.yale.edu/iiif/2/1006279,2889,3861
